ID,platform,title,score,audience_score,director,release,genre,subgenre,url
4367,Amazon Prime,Boy Meets Girl,62,,Jerry Ciccoritti,1998,Romance,LGBTQ,https://www.rottentomatoes.com/m/boy_meets_girl
4368,Amazon Prime,Motel Hell,62,47,Kevin Connor,1980,Horror & Suspense,Cult Movies,https://www.rottentomatoes.com/m/motel_hell/
4369,Amazon Prime,Bandslam,62,68,Todd Graff,2009,Music,Coming of Age,https://www.rottentomatoes.com/m/bandslam
4370,Amazon Prime,Powder Blue,62,38,Timothy Linh Bui,2009,Drama,LGBTQ,https://www.rottentomatoes.com/m/powder_blue/
4371,Amazon Prime,Tumbledown,62,60,Sean Mewshaw,2016,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/tumbledown
4372,Amazon Prime,Donovan's Reef,62,63,John Ford,1963,Comedy,Classic Movies,https://www.rottentomatoes.com/m/donovans_reef/
4373,Amazon Prime,Mao's Last Dancer,62,81,Bruce Beresford,2010,Drama,Dance,https://www.rottentomatoes.com/m/maos_last_dancer
4374,Amazon Prime,He Walked by Night,61,81,"Alfred L. Werker, Anthony Mann",1948,Thriller,Crime,https://www.rottentomatoes.com/m/he_walked_by_night or https://www.imdb.com/title/tt0039416/
4375,Amazon Prime,Assault on Wall Street,61,27,Uwe Boll,2013,Action & Adventure,Crime,https://www.rottentomatoes.com/m/assault_on_wall_street/
4376,Amazon Prime,Herself,61,85,Phyllida Lloyd,2021,Drama,Independent Movies,https://www.rottentomatoes.com/m/herself
4377,Amazon Prime,Gett: The Trial of Viviane Amsalem,61,85,"Ronit Elkabetz, Shlomi Elkabetz",2015,Drama,Black Stories,https://www.rottentomatoes.com/m/gett_the_trial_of_viviane_amsalem
4378,Amazon Prime,Home for the Holidays,61,62,Jodie Foster,1995,Comedy,Coming of Age,https://www.rottentomatoes.com/m/home_for_the_holidays
4379,Amazon Prime,Afternoon Delight,61,51,Joey Soloway,2013,Comedy,Adult Animation,https://www.rottentomatoes.com/m/afternoon_delight
4380,Amazon Prime,Jathi Ratnalu,61,94,Anudeep KV,2021,Comedy,Parody,https://www.rottentomatoes.com/m/jathi_ratnalu
4381,Amazon Prime,Knights of Badassdom,61,45,Joe Lynch,2014,Horror & Suspense,Cult Movies,https://www.rottentomatoes.com/m/knights_of_badassdom/
4382,Amazon Prime,Daniel Isn't Real,61,60,Adam Egypt Mortimer,2019,Horror & Suspense,Psychological Horror,https://www.rottentomatoes.com/m/daniel_isnt_real
4383,Amazon Prime,Careful What You Wish For,61,27,Elizabeth Allen Rosenbaum,2016,Thriller,Suspense,https://www.rottentomatoes.com/m/careful_what_you_wish_for
4384,Amazon Prime,Gold,61,77,Reema Kagti,2018,Sports,Drama,https://www.rottentomatoes.com/m/gold
4385,Amazon Prime,Interview,61,,Mrinal Sen,1970,Drama,Arthouse,https://www.rottentomatoes.com/m/interview
4386,Amazon Prime,The Band's Visit,61,89,Eran Kolirin,2008,International,Coming of Age,https://www.rottentomatoes.com/m/bands_visit/
4387,Amazon Prime,Mystery Road,61,68,Ivan Sen,2013,Thriller,Crime,https://www.rottentomatoes.com/m/mystery_road
4388,Amazon Prime,Final Score,61,42,Scott Mann,2018,Sports,Action,https://www.rottentomatoes.com/m/final_score
4389,Amazon Prime,Big Eden,61,85,Thomas Bezucha,2000,Romance,LGBTQ,https://www.rottentomatoes.com/m/big_eden
4390,Netflix,Mad Money,61,32,"Callie Khouri, Jesse V. Johnson",2008,Comedy,Crime,https://www.rottentomatoes.com/m/mad_money
4391,Amazon Prime,Mad Money,61,32,Callie Khouri,2008,Comedy,Crime,https://www.rottentomatoes.com/m/mad_money
4392,Amazon Prime,Band Baaja Baaraat,61,81,Maneesh Sharma,2010,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/band_baaja_baaraat
4393,Amazon Prime,Atlas Shrugged: Part I,61,49,Paul Johansson,2011,Drama,Political Drama,https://www.rottentomatoes.com/m/atlas_shrugged_part_i/
4394,Amazon Prime,The Bang Bang Club,61,73,Steven Silver,2010,Drama,War,https://www.rottentomatoes.com/m/bang_bang_club/
4395,Amazon Prime,Standing in the Shadows of Motown,61,91,Paul Justman,2002,Music,Documentary,https://www.rottentomatoes.com/m/standing_in_the_shadows_of_motown
4396,Amazon Prime,Hyena Road,61,56,Paul Gross,2016,War,Military,https://www.rottentomatoes.com/m/hyena_road/
4397,Amazon Prime,Necessary Roughness,61,51,Stan Dragoti,1991,Sports,Sports,https://www.rottentomatoes.com/m/necessary_roughness
4398,Amazon Prime,The Winslow Boy,61,81,David Mamet,1999,Drama,Coming of Age,https://www.rottentomatoes.com/m/winslow_boy/
4399,Amazon Prime,I'll Follow You Down,61,47,Richie Mehta,2014,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/ill_follow_you_down
4400,Amazon Prime,White Zombie,61,38,Victor Halperin,1932,Horror & Suspense,Cult Movies,https://www.rottentomatoes.com/m/white_zombie
4401,Amazon Prime,The Possession of Michael King,61,33,David Jung,2014,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/the_possession_of_michael_king/
4402,Amazon Prime,Heartburn,61,56,Mike Nichols,1986,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/heartburn/
4403,Amazon Prime,Factory Girl,61,51,George Hickenlooper,2006,Drama,Biographical,https://www.rottentomatoes.com/m/factory_girl/
4404,Amazon Prime,Love Liza,61,56,Todd Louiso,2002,Drama,Coming of Age,https://www.rottentomatoes.com/m/love_liza/
4405,Netflix,The Original Kings of Comedy,61,89,Spike Lee,2000,Comedy,Stand Up,https://www.rottentomatoes.com/m/original_kings_of_comedy
4406,Amazon Prime,The Original Kings of Comedy,61,89,Spike Lee,2000,Comedy,Stand Up,https://www.rottentomatoes.com/m/original_kings_of_comedy
4407,Amazon Prime,Black Box,61,42,"Emmanuel Osei-Kuffour,  Jr",2020,Horror & Suspense,Psychological Horror,https://www.rottentomatoes.com/m/black_box
4408,Amazon Prime,The Kill Team,61,69,Dan Krauss,2019,War & Military,War & Military,https://www.rottentomatoes.com/m/the_kill_team
4409,Amazon Prime,Cool World,61,34,Ralph Bakshi,1992,Animation,Fantasy,https://www.rottentomatoes.com/m/cool_world
4410,Amazon Prime,Do You Remember Dolly Bell?,61,,Emir Kusturica,1981,Drama,Coming of Age,https://www.rottentomatoes.com/m/do_you_remember_dolly_bell
4411,Amazon Prime,Blackbird,61,,Roger Mitchell,2020,Drama,Faith & Spirituality,https://www.rottentomatoes.com/m/blackbird
4412,Netflix,Goldstone,61,56,Ivan Sen,2016,Thriller,Crime,https://www.rottentomatoes.com/m/goldstone
4413,Amazon Prime,Goldstone,61,56,Ivan Sen,2018,Thriller,Crime,https://www.rottentomatoes.com/m/goldstone
4414,Amazon Prime,Penny Serenade,61,81,George Stevens,1941,Romance,Romantic Drama,https://www.rottentomatoes.com/m/penny_serenade
4415,Amazon Prime,Jeffrey,61,69,Christopher Ashley,1995,Romance,LGBTQ,https://www.rottentomatoes.com/m/jeffrey
4416,Amazon Prime,Never Surrender: A Galaxy Quest Documentary,61,94,Jack Bennett,2019,Documentary,Special Interest,https://www.rottentomatoes.com/m/never_surrender_a_galaxy_quest_documentary
4417,Amazon Prime,Hunting and Gathering,61,70,Claude Berri,2007,Drama,Coming of Age,https://www.rottentomatoes.com/m/hunting_and_gathering
4418,Amazon Prime,Serena,61,39,Susanne Bier,2015,Drama,Romantic Drama,https://www.rottentomatoes.com/m/serena/
4419,Netflix,The Healer,61,68,Paco Arango,2017,Drama,Faith & Spirituality,https://www.rottentomatoes.com/m/the_healer
4420,Amazon Prime,The Healer,61,,Mike Hodges,1994,Drama,Faith & Spirituality,https://www.rottentomatoes.com/m/the_healer
4421,Amazon Prime,House of Hummingbird,60,94,Bora Kim,2020,Drama,Coming of Age,https://www.rottentomatoes.com/m/house_of_hummingbird
4422,Amazon Prime,Super Size Me 2: Holy Chicken!,60,42,Morgan Spurlock,2019,Documentary,Special Interest,https://www.rottentomatoes.com/m/super_size_me_2_holy_chicken
4423,Amazon Prime,The Opposite of Sex,60,63,Don Roos,1998,Comedy,Black Stories,https://www.rottentomatoes.com/m/opposite_of_sex/
4424,Amazon Prime,Clockwatchers,60,60,Jill Sprecher,1998,Comedy,Coming of Age,https://www.rottentomatoes.com/m/clockwatchers
4425,Amazon Prime,The Phantom,60,38,Simon Wincer,1996,Action & Adventure,Fantasy,https://www.rottentomatoes.com/m/phantom
4426,Amazon Prime,Jasper Mall,60,,"Bradford Thomason, Brett Whitcomb",2020,Documentary,Special Interest,https://www.rottentomatoes.com/m/jasper_mall
4427,Netflix,Merantau,60,77,Gareth Evans,2009,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/merantau
4428,Netflix,Tracers,60,43,Daniel Benmayor,2015,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/tracers
4429,Amazon Prime,Tracers,60,39,Daniel Benmayor,2015,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/tracers
4430,Amazon Prime,Maidentrip,60,84,Jillian Schlesinger,2014,Documentary,Adventure,https://www.rottentomatoes.com/m/maidentrip
4431,Amazon Prime,Monsters of Man,60,,Mark Toia,2020,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/monsters_of_man
4432,Netflix,Imagine That,60,45,Karey Kirkpatrick,2009,Family,Kids,https://www.rottentomatoes.com/m/imagine_that
4433,Disney Plus,Babes in Toyland,60,51,Jack Donohue,1961,Family,Musical,https://www.rottentomatoes.com/m/babes_in_toyland
4434,Amazon Prime,Silsila,60,78,Yash Chopra,1981,Romance,Romantic Drama,https://www.rottentomatoes.com/m/silsila
4435,Amazon Prime,Stick Man,60,82,"Jeroen Jaspaert, Daniel Snaddon",2015,Animation,Kids,https://www.rottentomatoes.com/m/stick_man
4436,Amazon Prime,Operation Avalanche,60,56,Matt Johnson,2016,Thriller,Espionage,https://www.rottentomatoes.com/m/operation_avalanche/
4437,Amazon Prime,A Vigilante,60,67,Sarah Daggar-Nickson,2019,Thriller,Survival,https://www.rottentomatoes.com/m/a_vigilante
4438,Amazon Prime,Saathiya,60,85,Shaad Ali,2002,Romance,Romantic Drama,https://www.rottentomatoes.com/m/saathiya
4439,Amazon Prime,Stander,60,77,Bronwen Hughes,2003,Action & Adventure,Crime,https://www.rottentomatoes.com/m/stander/
4440,Netflix,Dhamaal,60,,Indra Kumar,2007,Comedy,Parody,https://www.rottentomatoes.com/m/dhamaal
4441,Amazon Prime,The Extraordinary Journey of the Fakir,60,69,Ken Scott,2019,Comedy,Coming of Age,https://www.rottentomatoes.com/m/the_extraordinary_journey_of_the_fakir
4442,Netflix,I'll See You in My Dreams,60,78,Brett Haley,2015,Drama,Coming of Age,https://www.rottentomatoes.com/m/ill_see_you_in_my_dreams
4443,Amazon Prime,I'll See You in My Dreams,60,78,Brett Haley,2015,Drama,Coming of Age,https://www.rottentomatoes.com/m/ill_see_you_in_my_dreams
4444,Amazon Prime,My Best Friend,60,,Martín Deus,2018,Drama,Coming of Age,https://www.rottentomatoes.com/m/my_best_friend
4445,Amazon Prime,Status Update,60,42,Scott Speer,2018,Comedy,Teen,https://www.rottentomatoes.com/m/status_update
4446,Netflix,School Daze,60,68,Spike Lee,1988,Drama,Coming of Age,https://www.rottentomatoes.com/m/school_daze/
4447,Amazon Prime,The Perfect Game,60,70,William Dear,2011,Sports,Coming of Age,https://www.rottentomatoes.com/m/perfect_game/
4448,Netflix,Operator,60,69,Logan Kibens,2016,Drama,Independent Movies,https://www.rottentomatoes.com/m/operator/
4449,Amazon Prime,Black Robe,60,68,Bruce Beresford,1991,Drama,Historical Drama,https://www.rottentomatoes.com/m/black_robe
4450,Amazon Prime,The Fare,60,,D.C. Hamilton,2019,Thriller,Suspense,https://www.rottentomatoes.com/m/the_fare
4451,Amazon Prime,Bigil,60,89,Atlee,2019,Sports,Coming of Age,https://www.rottentomatoes.com/m/bigil
4452,Amazon Prime,Stay Tuned,60,47,Peter Hyams,1992,Comedy,Parody,https://www.rottentomatoes.com/m/stay_tuned/
4453,Amazon Prime,The Baytown Outlaws,60,56,Barry Battles,2014,Action & Adventure,Crime,https://www.rottentomatoes.com/m/the_baytown_outlaws/
4454,Amazon Prime,Belle and Sebastian,60,78,Nicolas Vanier,2015,Family,Animals,https://www.rottentomatoes.com/m/belle_and_sebastian
4455,Amazon Prime,Fever Pitch,60,68,David Evans,1997,Sports,Coming of Age,https://www.rottentomatoes.com/m/1073019-fever_pitch
4456,Amazon Prime,The Comedy of Terrors,60,49,Jacques Tourneur,1964,Comedy,Horror,https://www.rottentomatoes.com/m/comedy_of_terrors/
4457,Amazon Prime,Oddball,60,73,Stuart McDonald,2016,Family,Animals,https://www.rottentomatoes.com/m/oddball
4458,Amazon Prime,Shivaay,60,,Ajay Devgn,2015,Action & Adventure,Survival,https://www.rottentomatoes.com/m/shivaay
4459,Amazon Prime,Back Roads,60,56,Alex Pettyfer,2018,Drama,Coming of Age,https://www.rottentomatoes.com/m/back_roads
4460,Amazon Prime,C.H.U.D.,60,43,Douglas Cheek,1984,Horror & Suspense,Cult Movies,https://www.rottentomatoes.com/m/chud/
4461,Amazon Prime,So Undercover,60,32,Tom Vaughan,2012,Action & Adventure,Espionage,https://www.rottentomatoes.com/m/so_undercover
4462,Amazon Prime,Outpost,60,,Steve Barker,2008,Horror & Suspense,Survival,not found
4463,Amazon Prime,Home Sweet Hell,60,23,Anthony Burns,2015,Comedy,Black Stories,https://www.rottentomatoes.com/m/home_sweet_hell/
4464,Amazon Prime,Female Agents,60,69,Jean-Paul Salomé,2008,Action & Adventure,Espionage,https://www.rottentomatoes.com/m/female_agents
4465,Amazon Prime,I Am Dragon,60,56,Indar Dzhendubaev,2017,Fantasy,Romantic Fantasy,https://www.rottentomatoes.com/m/i_am_dragon
4466,Amazon Prime,The Shooting,60,,Monte Hellman,1968,Western,Suspense,https://www.rottentomatoes.com/m/shooting
4467,Amazon Prime,Salt of the Earth,60,74,Herbert J. Biberman,1954,Drama,Black Stories,https://www.rottentomatoes.com/m/salt_of_the_earth
4468,Amazon Prime,The Long Walk Home,60,78,Richard Pearce,1990,Drama,Black Stories,https://www.rottentomatoes.com/m/long_walk_home/
4469,Amazon Prime,Peterloo,60,56,Mike Leigh,2019,Drama,Historical Drama,https://www.rottentomatoes.com/m/peterloo
4470,Amazon Prime,Cromwell,60,68,Ken Hughes,1970,Drama,Historical Drama,https://www.rottentomatoes.com/m/cromwell
4471,Netflix,Heal,60,85,Kelly Noonan,2017,Documentary,Faith & Spirituality,https://www.rottentomatoes.com/m/heal
4472,Amazon Prime,Heal,60,85,"Kelly Noonan Gores, Adam Schomer",2017,Documentary,Faith & Spirituality,https://www.rottentomatoes.com/m/heal
4473,Netflix,The Confirmation,59,62,Bob Nelson,2016,Drama,Faith & Spirituality,https://www.rottentomatoes.com/m/the_confirmation
4474,Amazon Prime,The Confirmation,59,62,Bob Nelson,2016,Drama,Faith & Spirituality,https://www.rottentomatoes.com/m/the_confirmation
4475,Amazon Prime,Storm Boy,59,68,Shawn Seet,2019,Family,Animals,https://www.rottentomatoes.com/m/storm_boy
4476,Disney Plus,Cinderella,59,80,"Wilfred Jackson, Hamilton Luske, Clyde Geronimi",1950,Animation,Kids,https://www.rottentomatoes.com/m/cinderella
4477,Amazon Prime,Cinderella,59,45,Kay Cannon,2021,Family,Coming of Age,https://www.rottentomatoes.com/m/cinderella
4478,Amazon Prime,Strange Wilderness,59,35,Fred Wolf,2008,Comedy,Animals,https://www.rottentomatoes.com/m/strange_wilderness/
4479,Amazon Prime,Rampage,59,27,Uwe Boll,2011,Action & Adventure,Disaster,https://www.rottentomatoes.com/m/rampage/
4480,Amazon Prime,Stitches,59,42,Conor McMahon,2012,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/stitches
4481,Amazon Prime,Jamesy Boy,59,60,Trevor White,2014,Drama,Coming of Age,https://www.rottentomatoes.com/m/jamesy_boy/
4482,Amazon Prime,Permanent Midnight,59,73,David Veloz,1998,Drama,Drug Addiction,https://www.rottentomatoes.com/m/permanent_midnight/
4483,Amazon Prime,The Cheap Detective,59,56,Robert Moore,1978,Comedy,Parody,https://www.rottentomatoes.com/m/cheap_detective/
4484,Netflix,Inconceivable,59,23,Jonathan Baker,2017,Thriller,Suspense,https://www.rottentomatoes.com/m/inconceivable
4485,Amazon Prime,Inconceivable,59,23,Jonathan Baker,2017,Thriller,Suspense,https://www.rottentomatoes.com/m/inconceivable
4486,Amazon Prime,Hick,59,27,Derick Martini,2012,Drama,Coming of Age,https://www.rottentomatoes.com/m/hick
4487,Amazon Prime,A Turtle's Tale: Sammy's Adventures,59,43,Ben Stassen,2009,Family,Animals,https://www.rottentomatoes.com/m/a_turtles_tale_sammys_adventures
4488,Amazon Prime,Jade,59,24,William Friedkin,1995,Drama,Crime,https://www.rottentomatoes.com/m/jade
4489,Amazon Prime,Parallel,59,,Isaac Ezban,2020,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/parallel
4490,Amazon Prime,Angel and the Badman,59,69,James Edward Grant,1947,Western,Faith & Spirituality,https://www.rottentomatoes.com/m/angel_and_the_badman
4491,Amazon Prime,The Woman in Black 2: Angel of Death,59,38,Tom Harper,2015,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/the_woman_in_black_2_angel_of_death/
4492,Amazon Prime,The Blood of Heroes,59,60,David Peoples,1990,Sports,Post-Apocalyptic,https://www.rottentomatoes.com/m/blood_of_heroes/
4493,Amazon Prime,The Bedroom Window,59,,Curtis Hanson,1987,Thriller,Suspense,https://www.rottentomatoes.com/m/bedroom_window or https://www.imdb.com/title/tt0092627/
4494,Amazon Prime,About Alex,59,60,Jesse Zwick,2014,Drama,Coming of Age,https://www.rottentomatoes.com/m/about_alex
4495,Amazon Prime,The New Daughter,59,35,Luis Alejandro Berdejo,2009,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/new_daughter or https://www.imdb.com/title/tt0464141/
4496,Amazon Prime,Kill Chain,59,,Ken Sanzel,2019,Thriller,Crime,https://www.rottentomatoes.com/m/kill_chain
4497,Amazon Prime,Frankie & Alice,59,41,Geoffrey Sax,2014,Drama,Black Stories,https://www.rottentomatoes.com/m/frankie_and_alice
4498,Amazon Prime,Where Hands Touch,59,42,Amma Asante,2019,Drama,Black Stories,https://www.rottentomatoes.com/m/where_hands_touch
4499,Amazon Prime,Shottas,59,85,Cess Silvera,2002,Action & Adventure,Crime,https://www.rottentomatoes.com/m/shottas
4500,Amazon Prime,Project Gutenberg,59,69,Felix Chong,2018,Drama,Crime,https://www.rottentomatoes.com/m/project_gutenberg
4501,Netflix,Mara,59,23,Clive Tonge,2017,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/mara
4502,Amazon Prime,Mara,59,23,Clive Tonge,2018,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/mara
4503,Amazon Prime,Dead Birds,59,38,Alex Turner,2004,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/dead_birds
4504,Amazon Prime,Ladybugs,59,38,Sidney Furie,1992,Comedy,Coming of Age,https://www.rottentomatoes.com/m/ladybugs
4505,Amazon Prime,Not Wanted,59,,"Ida Lupino, Elmer Clifton",1949,Drama,Black Stories,https://www.rottentomatoes.com/m/not_wanted
4506,Amazon Prime,Ae Dil Hai Mushkil,59,69,Karan Johar,2016,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/ae_dil_hai_mushkil
4507,Amazon Prime,Age of Heroes,59,50,Adrian Vitoria,2012,Action & Adventure,Military,https://www.rottentomatoes.com/m/age_of_heroes
4508,Amazon Prime,The Beckoning Silence,59,,Louise Osmond,2007,Documentary,Nature,https://www.rottentomatoes.com/m/beckoning_silence/
4509,Hulu,The Tracker,59,,,2019,Western,Coming of Age,https://www.rottentomatoes.com/m/the_tracker
4510,Amazon Prime,The Tracker,59,77,Rolf de Heer,2002,Western,Indigenous Stories,https://www.rottentomatoes.com/m/tracker
4511,Netflix,The Bachelors,59,56,Kurt Voelker,2017,Drama,Coming of Age,https://www.rottentomatoes.com/m/the_bachelors
4512,Amazon Prime,The Bachelors,59,56,Kurt Voelker,2017,Drama,Coming of Age,https://www.rottentomatoes.com/m/the_bachelors
4513,Amazon Prime,Wander,59,23,April Mullen,2020,Thriller,Suspense,https://www.rottentomatoes.com/m/wander
4514,Amazon Prime,Meri Pyaari Bindu,59,69,Akshay Roy,2017,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/meri_pyaari_bindu
4515,Amazon Prime,At Middleton,59,68,Adam Rodgers,2014,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/at_middleton
4516,Amazon Prime,Night Falls on Manhattan,59,69,Sidney Lumet,1997,Drama,Crime,https://www.rottentomatoes.com/m/night_falls_on_manhattan
4517,Amazon Prime,Madame,59,42,Amanda Sthers,2018,Comedy,Romantic Comedy,https://www.rottentomatoes.com/m/madame
4518,Amazon Prime,Nocturne,59,,Zu Quirke,2020,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/nocturne
4519,Amazon Prime,Lamhe,59,86,Yash Chopra,1991,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/lamhe
4520,Amazon Prime,Hichki,59,85,Siddharth P Malhotra,2018,Drama,Coming of Age,https://www.rottentomatoes.com/m/hichki
4521,Amazon Prime,Royal Wedding,59,77,Stanley Donen,1951,Musical,Musical,https://www.rottentomatoes.com/m/royal_wedding
4522,Amazon Prime,Vanishing on 7th Street,59,28,Brad Anderson,2010,Horror & Suspense,Survival,https://www.rottentomatoes.com/m/vanishing_on_7th_street
4523,Amazon Prime,The Truth About Emanuel,59,47,Francesca Gregorini,2014,Drama,Coming of Age,https://www.rottentomatoes.com/m/the_truth_about_emanuel
4524,Amazon Prime,Jack Goes Boating,59,56,Philip Seymour Hoffman,2010,Drama,Coming of Age,https://www.rottentomatoes.com/m/jack_goes_boating/
4525,Amazon Prime,Max,59,81,Menno Meyjes,2002,Drama,Coming of Age,https://www.rottentomatoes.com/m/max
4526,Amazon Prime,Accidentally Engaged,59,,Letia Clouston,2016,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/accidentally_engaged
4527,Amazon Prime,Joshy,59,59,Jeff Baena,2016,Comedy,Independent Movies,https://www.rottentomatoes.com/m/joshy
4528,Amazon Prime,Maanagaram,59,91,Lokesh Kanagaraj,2017,Thriller,Suspense,https://www.rottentomatoes.com/m/maanagaram
4529,Amazon Prime,The Spirit of Christmas,59,56,David Jackson,2015,Romance,Fantasy,https://www.rottentomatoes.com/m/the_spirit_of_christmas
4530,Amazon Prime,Beautiful Kate,59,,Rachel Ward,2021,Drama,Coming of Age,https://www.rottentomatoes.com/m/beautiful_kate
4531,Amazon Prime,We Still Kill the Old Way,58,,Elio Petri,1968,Drama,Crime,https://www.rottentomatoes.com/m/we_still_kill_the_old_way
4532,Amazon Prime,Rupture,58,31,Steven Stainberg,2017,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/rupture
4533,Amazon Prime,Pal Joey,58,60,George Sidney,1957,Musical,Musical,https://www.rottentomatoes.com/m/pal_joey/
4534,Amazon Prime,Syrup,58,31,Aram Rappaport,2013,Comedy,Parody,https://www.rottentomatoes.com/m/syrup
4535,Amazon Prime,Dear Comrade,58,81,Bharat Kamma,2019,Drama,Coming of Age,https://www.rottentomatoes.com/m/dear_comrade
4536,Amazon Prime,Bad Ass,58,42,Craig Moss,2012,Action & Adventure,Parody,https://www.rottentomatoes.com/m/bad_ass
4537,Amazon Prime,Flowers in the Attic,58,49,Jeffrey Bloom,1987,Horror & Suspense,Suspense,https://www.rottentomatoes.com/m/flowers_in_the_attic
4538,Amazon Prime,Being Charlie,58,47,Rob Reiner,2016,Drama,Coming of Age,https://www.rottentomatoes.com/m/being_charlie
4539,Amazon Prime,Creative Control,58,47,Benjamin Dickinson,2016,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/creative_control
4540,Amazon Prime,One Small Hitch,58,56,John Burgess,2015,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/one_small_hitch/
4541,Amazon Prime,Lady Jane,58,69,Trevor Nunn,1986,Romance,Historical Romance,https://www.rottentomatoes.com/m/lady_jane
4542,Amazon Prime,Hans Christian Andersen,58,69,Charles Vidor,1953,Family,Musical,https://www.rottentomatoes.com/m/hans_christian_andersen
4543,Amazon Prime,Milk Money,58,32,Richard Benjamin,1994,Comedy,Coming of Age,https://www.rottentomatoes.com/m/milk_money
4544,Amazon Prime,An American Rhapsody,58,69,Eva Gardos,2001,Drama,Coming of Age,https://www.rottentomatoes.com/m/american_rhapsody/
4545,Amazon Prime,Suck,58,42,Rob Stefaniuk,2009,Comedy,Musical,https://www.rottentomatoes.com/m/suck
4546,Amazon Prime,Dark River,58,,Clio Barnard,2018,Drama,Black Stories,https://www.rottentomatoes.com/m/dark_river
4547,Amazon Prime,Something from Nothing: The Art of Rap,58,81,Ice-T,2012,Documentary,Hip-Hop Documentary,https://www.rottentomatoes.com/m/something_from_nothing_the_art_of_rap
4548,Amazon Prime,Miss Meadows,58,51,Karen Leigh Hopkins,2015,Drama,Coming of Age,https://www.rottentomatoes.com/m/miss_meadows
4549,Amazon Prime,Wildlike,58,78,Frank Hall Green,2021,Drama,Coming of Age,https://www.rottentomatoes.com/m/wildlike
4550,Amazon Prime,The Falls,58,77,Jon Garcia,2012,Romance,LGBTQ,https://www.rottentomatoes.com/m/the_falls
4551,Amazon Prime,Transit,58,42,Antonio Negret,2012,Thriller,Suspense,https://www.rottentomatoes.com/m/transit
4552,Amazon Prime,Replicant,58,35,Ringo Lam,2001,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/replicant
4553,Disney Plus,Robin Hood,58,81,Wolfgang Reitherman,1973,Animation,Kids,https://www.rottentomatoes.com/m/robin_hood
4554,Amazon Prime,Mambo Italiano,58,68,Émile Gaudreault,2003,Comedy,LGBTQ,https://www.rottentomatoes.com/m/mambo_italiano
4555,Netflix,Moonwalkers,58,38,Antoine Bardou-Jacquet,2015,Comedy,Parody,https://www.rottentomatoes.com/m/moonwalkers
4556,Amazon Prime,Moonwalkers,58,38,Antoine Bardou-Jacquet,2015,Comedy,Parody,https://www.rottentomatoes.com/m/moonwalkers
4557,Amazon Prime,Small Apartments,58,43,Jonas Åkerlund,2013,Comedy,Cult Movies,https://www.rottentomatoes.com/m/small_apartments
4558,Amazon Prime,Maharshi,58,78,Vamshi Paidipally,2019,Drama,Coming of Age,https://www.rottentomatoes.com/m/maharshi
4559,Amazon Prime,Slackers,58,42,Dewey Nicks,2002,Comedy,Coming of Age,https://www.rottentomatoes.com/m/slackers
4560,Disney Plus,Wind,58,,Edwin Chang,2019,Sports,Coming of Age,https://www.rottentomatoes.com/m/wind
4561,Amazon Prime,Wind,58,42,Carroll Ballard,1992,Sports,Coming of Age,https://www.rottentomatoes.com/m/wind
4562,Netflix,He's Out There,58,33,Quinn Lasher,2018,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/hes_out_there
4563,Amazon Prime,He's Out There,58,33,Quinn Lasher,2018,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/hes_out_there
4564,Amazon Prime,Ong Bak 3,58,35,"Tony Jaa, Panna Rittikrai",2011,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/ong_bak_3
4565,Amazon Prime,The Adventures of Mark Twain,58,69,Will Vinton,2020,Animation,Kids,https://www.rottentomatoes.com/m/adventures_of_mark_twain
4566,Amazon Prime,Tuff Turf,58,47,"Bill Bixby, Charles Braverman, Jackie Cooper",1985,Drama,Coming of Age,https://www.rottentomatoes.com/m/tuff_turf
4567,Amazon Prime,Army of One,58,28,Larry Charles,2016,Comedy,Parody,https://www.rottentomatoes.com/m/army_of_one
