show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,platform
s502,Movie,Tummy Trouble,"Frank Marshall, Rob Minkoff","Charles Fleischer, April Winchell, Lou Hirsch, Corey Burton, Richard Williams, Kathleen Turner",United States,2020-06-19,1989,TV-G,8 min,"Action-Adventure, Animation, Comedy",Roger Rabbit is left to babysit with the mischievous Baby Herman,Disney Plus
s503,Movie,Artemis Fowl,Kenneth Branagh,,United States,2020-06-12,2020,PG,96 min,"Action-Adventure, Crime, Fantasy",A descendant of a long line of criminal masterminds seeks to find his father who has disappeared.,Disney Plus
s504,TV Show,Mighty Med,,"Bradley Perry, Jake Short, Paris Berelc, Devan Leos",United States,2020-06-12,2013,TV-Y7,2 Seasons,"Comedy, Coming of Age, Medical","Check in to Mighty Med, the secret superhero hospital.",Disney Plus
s505,Movie,The Liberty Story,"Hamilton Luske, Robert Stevenson",Walt Disney,United States,2020-06-12,1957,TV-PG,48 min,"Drama, Family, Historical",Walt Disney presents segments of America's fight for freedom. See details for advisory.,Disney Plus
s506,Movie,The Story of the Animated Drawing,"Wilfred Jackson, William Beaudine",,United States,2020-06-12,1955,TV-PG,49 min,"Documentary, Family",Walt Disney discusses the history of animation. See details for advisory.,Disney Plus
s507,Movie,Walt & El Grupo,Theodore Thomas,,United States,2020-06-12,2009,PG,108 min,"Documentary, Historical",The U.S. Government sends Walt Disney to South America on a goodwill tour.,Disney Plus
s508,TV Show,Alaska's Grizzly Gauntlet,,Les Stroud,United States,2020-06-05,2018,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Survival expert Les Stroud explores the world of Alaska’s most formidable wildlife.,Disney Plus
s509,Movie,America's Greatest Animals,,"Bray Poor, Casey Anderson, Brady Barr, Andy Casagrande, Mireya Mayor",United States,2020-06-05,2012,TV-PG,90 min,"Animals & Nature, Documentary, Family",Nat Geo WILD goes on a search for America's 'big five.' Can America compete with Africa's beasts?,Disney Plus
s510,Movie,Chasing the Equinox,Kenny Scott,Stefan Frank,,2020-06-05,2019,TV-PG,45 min,Documentary,Ancient civilizations shared an incredible knowledge of the sun.,Disney Plus
s511,TV Show,Howie Mandel's Animals Doing Things,,Howie Mandel,United States,2020-06-05,2017,TV-PG,2 Seasons,"Animals & Nature, Comedy, Family",This show combines Howie Mandel’s lovable comedic genius with clips of animals doing crazy things.,Disney Plus
s512,TV Show,Japan: Between Earth and Sky,,Bray Poor,"France, Japan",2020-06-05,2017,TV-PG,1 Season,"Animals & Nature, Docuseries",Japan: Between Earth and Sky reveals the mystery of some the most beautiful sites in the country.,Disney Plus
s513,Movie,Percy Jackson & The Olympians: The Lightning Thief,Chris Columbus,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Sean Bean, Pierce Brosnan, Steve Coogan","United Kingdom, Canada, United States",2020-06-05,2010,PG,119 min,"Action-Adventure, Family, Fantasy",A boy discovers he's the descendant of Poseidon and must settle an on-going battle between the gods.,Disney Plus
s514,TV Show,Secrets of Wild India,,David Attenborough,United Kingdom,2020-06-05,2012,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",'Secrets of Wild India' celebrates the diversity and drama of India's extraordinary landscapes.,Disney Plus
s515,TV Show,The Greeks,,Toby Moore,United States,2020-06-05,2016,TV-PG,1 Season,"Docuseries, Historical","Quite simply, the Greeks created our world.",Disney Plus
s516,TV Show,Wild Hawaii,,JK Simmons,United States,2020-06-05,2014,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",National Geographic takes us on an untamed journey to Hawaii's remarkable lands.,Disney Plus
s517,Movie,Women Of Impact: Changing The World,,Julianna Margulies,United States,2020-06-05,2019,TV-PG,44 min,"Documentary, Historical",How will you make the world a better place? Hear stories of the amazing women changing our world.,Disney Plus
s518,Movie,"Maggie Simpson in ""The Longest Daycare""",,,United States,2020-05-29,2012,PG,5 min,"Animation, Comedy","In this Oscar-nominated short from The Simpsons, Maggie navigates an eventful first day at daycare.",Disney Plus
s519,Movie,Mickey and the Seal,Charles Nichols,,United States,2020-05-29,1948,TV-G,7 min,"Animation, Family",Mickey and Pluto get into trouble with a mischievous seal.,Disney Plus
s520,TV Show,The Evermoor Chronicles,,"Naomi Sequeira, Finney Cassidy, Georgia Lock, Jordan Loughran, George Sear, Georgie Farmer","United Kingdom, United States",2020-05-29,2015,TV-PG,2 Seasons,"Coming of Age, Fantasy, Mystery",Tara is trying to settle into a strange village.,Disney Plus
s521,Movie,The Moon-Spinners,James Neilson,"Hayley Mills, Joan Greenwood, Michael Davis, Irene Papas, Paul Stassino, Eli Wallach",United States,2020-05-29,1964,PG,119 min,"Crime, Drama, Mystery",A teen finds romance and searches for stolen gems during her vacation.,Disney Plus
s522,TV Show,Doc McStuffins,,"Kiara Muhammad, Jaden Betts, Jess Harnell, Kimberly Brooks, Lara Miller, Loretta Devine","United States, Ireland",2020-05-22,2011,TV-Y7,5 Seasons,"Animation, Kids, Medical",Doc McStuffins has a clinic for toys in her playhouse.,Disney Plus
s523,Movie,Fantastic Mr. Fox,Wes Anderson,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Wally Wolodarsky, Eric Anderson","United States, United Kingdom",2020-05-22,2009,PG,88 min,"Animation, Comedy, Crime",Mr. Fox lives a happy life until he plots the greatest chicken heist the world has ever seen.,Disney Plus
s524,Movie,"Hello, Dolly!",Gene Kelly,"Barbara Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew, Danny Lockin, E.J. Peaker",United States,2020-05-22,1969,G,147 min,"Comedy, Musical, Romance",Matchmaker Dolly Levi orchestrates the love lives of her friends while trying to figure out her own.,Disney Plus
s525,TV Show,Marvel's Future Avengers,,"英司 花輪, 一博 中谷, 康之 加瀬, 健一郎 松田, かおり 水橋, 史絵 水沢",,2020-05-22,2017,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anime",Teenagers train to become superheroes.,Disney Plus
s526,Movie,Out,Steven Hunter,"Bernadette Sullivan, Kyle McDaniel, Caleb Cabrera, Matthew Martin",United States,2020-05-22,2020,PG,12 min,"Animation, Family, Fantasy","On an average day, Greg's life seems ordinary. But today is different - there’s magic in the air.",Disney Plus
s527,TV Show,The Big Fib,,,United States,2020-05-22,2019,TV-PG,1 Season,"Family, Game Show / Competition",The Big Fib is a comedy game show where a truth-seeking kid chooses between a liar and an expert.,Disney Plus
s528,Movie,The Boys: The Sherman Brothers' Story,"Jeffrey Sherman, Gregory Sherman",,United States,2020-05-22,2009,PG,102 min,"Biographical, Documentary, Music","A journey through the lives of the prolific, award-winning songwriting duo.",Disney Plus
s529,TV Show,It's a Dog's Life with Bill Farmer,,Bill Farmer,United States,2020-05-15,2020,TV-PG,1 Season,"Animals & Nature, Docuseries, Family","As the voice of Goofy and Pluto, Bill Farmer crosses the country meeting dogs doing incredible work!",Disney Plus
s530,Movie,Maleficent: Mistress of Evil,Joachim Rønning,"Angelina Jolie, Elle Fanning, Chiwetel Ejiofor, Sam Riley, Harris Dickinson, Ed Skrein","United States, United Kingdom, Canada",2020-05-15,2019,PG,121 min,"Action-Adventure, Family, Fantasy",The story of Disney's most iconic villain continues.,Disney Plus
s531,Movie,Star Wars: The Rise of Skywalker (Episode IX),J.J. Abrams,"Carrie Fisher, Mark Hamill, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac",United States,2020-05-04,2019,PG-13,142 min,"Action-Adventure, Family, Science Fiction",The landmark Skywalker saga comes to a conclusion.,Disney Plus
s532,Movie,John Carter,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Mark Strong, Ciarán Hinds, Dominic West",United States,2020-05-02,2012,PG-13,134 min,"Action-Adventure, Family, Fantasy",A former military captain is inexplicably transported to Barsoom (Mars).,Disney Plus
s533,TV Show,Awesome Animals,,,,2020-05-01,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",National Geographic Kids presents a natural history series just for kids.,Disney Plus
s534,TV Show,Birth of Europe,,Mark Halliley,United Kingdom,2020-05-01,2014,TV-G,1 Season,Docuseries,Birth of Europe reveals the extraordinary story of how Europe has been created by Nature’s forces.,Disney Plus
s535,Movie,Bride of Boogedy,Oz Scott,"Richard Masur, Mimi Kennedy, Tammy Lauren, David Faustino, Joshua Rudoy, Leonard Frey",United States,2020-05-01,1987,TV-PG,93 min,"Action-Adventure, Family, Fantasy","Mr. Boogedy returns, and will not stop until he get his revenge.",Disney Plus
s536,TV Show,Buried Secrets Of The Bible With Albert Lin,,Albert Lin,,2020-05-01,2019,TV-PG,1 Season,"Action-Adventure, Docuseries, Historical",Albert Lin investigates two great stories of the Bible.,Disney Plus
s537,TV Show,Disney Prop Culture,,Daniel Lanigan,United States,2020-05-01,2020,TV-PG,1 Season,Docuseries,"Collector Dan Lanigan reunites iconic Disney movie props with filmmakers, actors, and crew.",Disney Plus
s538,Movie,George of the Jungle,Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Church, Richard Roundtree, Greg Cruttwell, Abraham Benrubi",United States,2020-05-01,1997,PG,93 min,"Action-Adventure, Comedy, Family","A baby raised by gorillas grows up to be a lovable, vine-swinging klutz.",Disney Plus
s539,Movie,Homeward Bound II: Lost in San Francisco,David Ellis,"Robert Hays, Kim Greist, Veronica Lauren, Kevin Chevalia, Benj Thall, Max Perlich",United States,2020-05-01,1996,G,90 min,"Action-Adventure, Animals & Nature, Family",Three lost pets must navigate through San Francisco to find their way home.,Disney Plus
s540,Movie,Homeward Bound: The Incredible Journey,Duwayne Dunham,"Robert Hays, Kim Greist, Jean Smart, Veronica Lauren, Kevin Chevalia, Benj Thall",United States,2020-05-01,1993,G,85 min,"Action-Adventure, Animals & Nature, Family",Two dogs and a cat embark on a great American journey to find their owners.,Disney Plus
s541,Movie,How to Play Baseball,Jack Kinney,,United States,2020-05-01,1942,TV-G,8 min,"Animation, Family, Sports",Goofy teaches you all about this all-American pastime.,Disney Plus
s542,Movie,In Beaver Valley,James Algar,Winston Hibler,United States,2020-05-01,1950,TV-PG,32 min,"Animals & Nature, Documentary, Family",A young male beaver races to build his new family a home before winter. See details for advisory.,Disney Plus
s543,TV Show,Lost Treasures Of Egypt,,Rick Robles,United Kingdom,2020-05-01,2018,TV-PG,1 Season,"Docuseries, Historical","An immersive, discovery-led series following teams of archaeologists in Egypt.",Disney Plus
s544,TV Show,Love & Vets,,Mallory Kasdan,United States,2020-05-01,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",We watch as doctors Will and Fran divide and conquer to treat the steady flow of claw-clad patients.,Disney Plus
s545,Movie,Nature's Half Acre,James Algar,Winston Hibler,United States,2020-05-01,1951,TV-PG,33 min,"Animals & Nature, Documentary, Family",The strange and wonderful world that lies beneath our feet. See details for advisory.,Disney Plus
s546,TV Show,Prairie Dog Manor,,Kevin Conway,United States,2020-05-01,2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Reality",Each episode takes the audience on a first-person journey following a few of the prairie dogs.,Disney Plus
s547,Movie,Prowlers of the Everglades,James Algar,,United States,2020-05-01,1953,TV-Y7,32 min,"Animals & Nature, Documentary","A primeval reptile stalks its prey in ""the swamp that time forgot."" See details for advisory.",Disney Plus
s548,Movie,The Princess Bride,Rob Reiner,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Andre the Giant","United Kingdom, United States",2020-05-01,1987,PG,99 min,"Action-Adventure, Comedy, Family",A man regales his ailing grandson with a tale of romance and adventure in a lighthearted fairy tale.,Disney Plus
s549,TV Show,United States Of Animals,,Quincy Dunn-Baker,United States,2020-05-01,2015,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",United States of Animals takes you on a fascinating journey across the United States.,Disney Plus
s550,TV Show,Unlikely Animal Friends,,Mark Keller,United States,2020-05-01,2012,TV-G,3 Seasons,"Animals & Nature, Docuseries, Family",This series reveals the stories of unlikely duos that have struck up unusual relationships.,Disney Plus
s551,Movie,Water Birds,Ben Sharpsteen,Winston Hibler,United States,2020-05-01,1952,TV-G,31 min,"Animals & Nature, Documentary, Family",Experience the beauty and variety of majestic water birds. See details for advisory.,Disney Plus
s552,Movie,National Treasure,Jon Turteltaub,"Nicolas Cage, Jon Voight, Harvey Keitel, Diane Kruger, Sean Bean, Justin Bartha",United States,2020-04-30,2004,PG,132 min,"Action-Adventure, Mystery, Thriller",A treasure hunter must steal America's most sacred and guarded document.,Disney Plus
s553,Movie,Born Wild: The Next Generation,Liliana Olszewski,Robin Roberts,United States,2020-04-28,2020,TV-PG,44 min,"Animals & Nature, Documentary",BORN WILD: THE NEXT GENERATION gives viewers a look at our planet’s next generation of baby animals.,Disney Plus
s554,TV Show,America's Funniest Home Videos,,Tom Bergeron,United States,2020-04-24,1989,TV-PG,9 Seasons,"Comedy, Family, Fantasy",Home videos compete for cash prizes. Program is presented as originally created.,Disney Plus
s555,Movie,The Olympic Elk,James Algar,Winston Hibler,United States,2020-04-24,1952,TV-G,27 min,"Animals & Nature, Documentary, Family",Olympic elk trek toward the fertile grazing grounds of Mount Olympus. See details for advisory.,Disney Plus
s556,TV Show,Tangled: The Series,,"Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown",United States,2020-04-23,2016,TV-Y7,3 Seasons,"Action-Adventure, Animation, Comedy",Rapunzel must discover the secret of her hair.,Disney Plus
s557,Movie,Jane Goodall: The Hope,"Elizabeth Leiter, Kimberly Woodard",Jane Goodall,United States,2020-04-22,2020,TV-14,89 min,"Biographical, Documentary",Jane Goodall continues her lifetime of activism by continuously spreading a message of hope.,Disney Plus
s558,TV Show,Brain Games,,Neil Harris,United States,2020-04-17,2011,TV-G,8 Seasons,"Docuseries, Family, Game Show / Competition",Brain Games features games & experiments revealing the science of how your brain works.,Disney Plus
s559,TV Show,Disney Mickey and the Roadster Racers - Chip 'N' Dale's Nutty Tales (Shorts),,"Tress MacNeille, Corey Burton, Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross",,2020-04-17,2017,TV-Y,2 Seasons,"Action-Adventure, Animation, Buddy",Chip and Dale set off on nutty adventures!,Disney Plus
s560,Movie,Let's Stick Together,Jack Hannah,,United States,2020-04-17,1952,TV-G,7 min,"Animation, Family","Spike, an old honey bee, recounts working with Donald in the good ol' days.",Disney Plus
s561,Movie,Pluto's Purchase,Charles Nichols,"Pinto Colvig, James MacDonald",United States,2020-04-17,1948,TV-G,7 min,"Animation, Family",Pluto is in for a surprise when Mickey sends him to buy a salami. See details for advisory.,Disney Plus
s562,TV Show,Tron Uprising,,"Elijah Wood, Bruce Boxleitner, Emmanuelle Chriqui, Mandy Moore, Nate Corddry, Lance Henriksen",United States,2020-04-14,2011,TV-Y7,1 Season,"Action-Adventure, Animation, Kids","Inside the computer world of the grid, Beck becomes the unlikely leader of a revolution.",Disney Plus
s563,Movie,A Celebration of the Music from Coco,Ron de Moraes,"Benjamin Bratt, Eva Longoria, Carlos Rivera, Natalia Jiménez, Alanna Ubach, Jaime Camil",United States,2020-04-10,2020,TV-PG,48 min,"Concert Film, Music, Musical",“Coco” is brought to life on stage with musical performances at the historic Hollywood Bowl.,Disney Plus
s564,TV Show,Disney Playtime with Puppy Dog Pals (Shorts),,,,2020-04-10,2017,TV-Y,2 Seasons,"Animation, Kids",Come play with the Puppy Dog Pals!,Disney Plus
s565,Movie,"Maggie Simpson in ""Playdate with Destiny""",David Silverman,,United States,2020-04-10,2020,G,5 min,"Animation, Comedy",A heroic baby saves Maggie Simpson from playground peril – and steals her heart.,Disney Plus
s566,TV Show,Paradise Islands,,Michael Izqueirdo,,2020-04-10,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",The islands that lie between Asia and Australia can claim to be the biologically richest on earth.,Disney Plus
s567,TV Show,Tut's Treasures: Hidden Secrets,,Mark Bazeley,United Kingdom,2020-04-10,2018,TV-PG,1 Season,"Docuseries, Historical",The pharaoh’s priceless grave goods are being reunited for the first time since their discovery.,Disney Plus
s568,Movie,A Tale of Two Critters,Jack Speirs,Mayf Nutter,United States,2020-04-03,1977,G,48 min,"Animals & Nature, Family",A bear cub and a raccoon become fast friends. See details for advisory.,Disney Plus
